"U.M.","Nombre","Desc. item","MARCA","Referencia","Nombre archivo","Precio unitario","Existencia","Columna 1","Desc. detalle ext. 1","Extensión final"
"UND ","CUADERNO COSIDO SPIDERMAN MOVIE","CUAD COS SPIDERMAN MOVIE 100hj 30ud","COLOMBIANA KIMBERLY","17112","17112.png","$7.925","69","10","RAYAS ","Rayas "
"UND ","CARTULINA OFICIO UNIDAD","CARTULINA OFICIO xud","ASHE Y CIA S.A.","17113","17113.png","$64","43","1.028","VERDE ","Verde"
"UND ","CARTULINA OFICIO UNIDAD","CARTULINA OFICIO xud","ASHE Y CIA S.A.","17113","17113.png","$64","43","1.144","AMARILLO ","Amarillo "
"UND ","CARTULINA OFICIO UNIDAD","CARTULINA OFICIO xud","ASHE Y CIA S.A.","17113","17113.png","$64","43","1.031","AZUL ","Azul"
"UND ","CARTULINA OFICIO UNIDAD","CARTULINA OFICIO xud","ASHE Y CIA S.A.","17113","17113.png","$64","43","5.503","BLANCO ","Blanco "
"UND ","CARTULINA OFICIO UNIDAD","CARTULINA OFICIO xud","ASHE Y CIA S.A.","17113","17113.png","$64","43","461","ROSADO ","Rosado "
"UND ","PEGANTE COLBON UNIV 40 GRMS","PEGANTE COLBON UNIV 40 GRMS CJ/120","TECNOQUIMICAS","17116","17116.png","$2.094","12","9","GN ","Genérico"
"UND ","REGLA MADERA MODELO","REGLA MADERA 30cms MODELO","FABRIESCOLARES E.U.","17118","17118.png","$864","0","44","GN ","Genérico"
"UND ","PERF OFFI OE-340 1hc METALICA","PERF OFFI OE-340 1hc 4.5mm METALICA 10hj","OFIESCOLARES","17125","17125.png","$3.267","23","1","GN ","Genérico"
"UND ","BORRADOR 712 LINEA AZUL GRANDE 12u/600u","BORRADOR 712 LINEA AZUL GDE 12u/600u","A Y C ESCOLARES","17126","17126.png","$700","92","17","GN ","Genérico"
"UND ","MARCADOR PELIKAN 418 MARKER","MARCADOR PELIKAN 418 MARKER x10 x60","PELIKAN DE INDISTRI","17127","17127.png","$1.645","16","3","NEGRO ","Negro"
"UND ","MARCADOR PELIKAN 418 MARKER","MARCADOR PELIKAN 418 MARKER x10 x60","PELIKAN DE INDISTRI","17127","17127.png","$1.645","16","96","VIOLETA ","Violeta"
"UND ","MARCADOR PELIKAN 418 MARKER","MARCADOR PELIKAN 418 MARKER x10 x60","PELIKAN DE INDISTRI","17127","17127.png","$1.645","16","39","AMARILLO ","Amarillo "
"UND ","MARCADOR PELIKAN 418 MARKER","MARCADOR PELIKAN 418 MARKER x10 x60","PELIKAN DE INDISTRI","17127","17127.png","$1.645","16","12","AZUL ","Azul"
"UND ","MARCADOR PELIKAN 418 MARKER","MARCADOR PELIKAN 418 MARKER x10 x60","PELIKAN DE INDISTRI","17127","17127.png","$1.645","16","29","AZUL ","Azul"
"UND ","MARCADOR PELIKAN 418 MARKER","MARCADOR PELIKAN 418 MARKER x10 x60","PELIKAN DE INDISTRI","17127","17127.png","$1.645","16","7","CF OSCUR ","Café Oscurora"
"UND ","MARCADOR PELIKAN 418 MARKER","MARCADOR PELIKAN 418 MARKER x10 x60","PELIKAN DE INDISTRI","17127","17127.png","$1.645","16","28","CF OSCUR ","Café Oscurora"
"UND ","MARCADOR PELIKAN 418 MARKER","MARCADOR PELIKAN 418 MARKER x10 x60","PELIKAN DE INDISTRI","17127","17127.png","$1.645","16","10","VIOLETA ","Violeta"
"UND ","MARCADOR PELIKAN 418 MARKER","MARCADOR PELIKAN 418 MARKER x10 x60","PELIKAN DE INDISTRI","17127","17127.png","$1.645","16","3","NEGRO ","Negro"
"UND ","MARCADOR PELIKAN 418 MARKER","MARCADOR PELIKAN 418 MARKER x10 x60","PELIKAN DE INDISTRI","17127","17127.png","$1.645","16","11","NARANJA ","Naranja"
"UND ","MARCADOR PELIKAN 418 MARKER","MARCADOR PELIKAN 418 MARKER x10 x60","PELIKAN DE INDISTRI","17127","17127.png","$1.645","16","25","NARANJA ","Naranja"
"UND ","MARCADOR PELIKAN 418 MARKER","MARCADOR PELIKAN 418 MARKER x10 x60","PELIKAN DE INDISTRI","17127","17127.png","$1.645","16","9","ROJO ","Rojo"
"UND ","MARCADOR PELIKAN 418 MARKER","MARCADOR PELIKAN 418 MARKER x10 x60","PELIKAN DE INDISTRI","17127","17127.png","$1.645","16","18","ROJO ","Rojo"
"UND ","MARCADOR PELIKAN 418 MARKER","MARCADOR PELIKAN 418 MARKER x10 x60","PELIKAN DE INDISTRI","17127","17127.png","$1.645","16","2","AMARILLO ","Amarillo "
"UND ","CUADERNO ARGOLLADO IMAGENES GRANDE CUADROS","CUAD ARG IMAGENES GDE CUADROS x50uds","CARVAJAL EDUCACION","17131","17131.png","$3.844","80","40","CUADR MUJ","Cuadros Mujer"
"UND ","CUADERNO ARGOLLADO IMAGENES GRANDE CUADROS","CUAD ARG IMAGENES GDE CUADROS x50uds","CARVAJAL EDUCACION","17131","17131.png","$3.844","80","1.927","GN ","Genérico"
"UND ","CUADERNO ARGOLLADO IMAGENES GRANDE CUADROS","CUAD ARG IMAGENES GDE CUADROS x50uds","CARVAJAL EDUCACION","17131","17131.png","$3.844","80","2.670","CUADR HOM","Cuadros Hombre"
"UND ","REGLA MADERA MODELO","REGLA MADERA 100cms MODELO","FABRIESCOLARES E.U.","17136","17136.png","$7.020","0","24","GN ","Genérico"
"UND ","REGLA FABER CASTELL PROFES 50cmx20ud","REGLA FABER CASTELL PROFES 50cmx20ud","TECNACRIL FABER CASTELL","17140","17140.png","$3.594","24","8","GN ","Genérico"
"UND ","CUCHILLA BISTURI GRANDEx10ud 220 400u","CUCHILLA BISTURI GRANDEx10ud 220 400u","GEOZ DISTRIBUCIONES","17142","17142.png","$1.296","0","1.030","GN ","Genérico"
"UND ","BISTURI GRANDE PLÁSTICO PT27370","BISTURI GRANDE PLÁSTICO PT27370","DISTRIBUIDORA PQ","17143","17143.png","$360","75","915","GN ","Genérico"
"UND ","BISTURI PEQUEÑO PLÁSTICO L804 LY JS804","BISTURI PEQUEÑO PLÁSTICO L804 LY JS804","INDUSTRIAS EL FARO","17144","17144.png","$329","40","393","GN ","Genérico"
"UND ","TINTA SELLOS PELIKAN","TINTA SELLOS 30cc PELIKAN x240","PELIKAN DE INDISTRI","17146","17146.png","$3.335","4","1","VIOLETA ","Violeta"
"UND ","TINTA SELLOS PELIKAN","TINTA SELLOS 30cc PELIKAN x240","PELIKAN DE INDISTRI","17146","17146.png","$3.335","4","11","VIOLETA ","Violeta"
"UND ","TINTA SELLOS PELIKAN","TINTA SELLOS 30cc PELIKAN x240","PELIKAN DE INDISTRI","17146","17146.png","$3.335","4","1","AZUL ","Azul"
"UND ","TINTA SELLOS PELIKAN","TINTA SELLOS 30cc PELIKAN x240","PELIKAN DE INDISTRI","17146","17146.png","$3.335","4","27","AZUL ","Azul"
"UND ","TINTA SELLOS PELIKAN","TINTA SELLOS 30cc PELIKAN x240","PELIKAN DE INDISTRI","17146","17146.png","$3.335","4","345","NEGRO ","Negro"
"UND ","TINTA SELLOS PELIKAN","TINTA SELLOS 30cc PELIKAN x240","PELIKAN DE INDISTRI","17146","17146.png","$3.335","4","1","ROJO ","Rojo"
"UND ","TINTA SELLOS PELIKAN","TINTA SELLOS 30cc PELIKAN x240","PELIKAN DE INDISTRI","17146","17146.png","$3.335","4","16","ROJO ","Rojo"
"UND ","CARTULINA FLUORES PLIEGO","CARTULINA FLUORES 50x70 PLIEGO 700uds","PAPELES PRIMAVERA","17148","17148.png","$573","48","527","FUCSIA ","Fucsia "
"UND ","CARTULINA FLUORES PLIEGO","CARTULINA FLUORES 50x70 PLIEGO 700uds","PAPELES PRIMAVERA","17148","17148.png","$573","48","169","NARANJA ","Naranja"
"UND ","CARTULINA FLUORES PLIEGO","CARTULINA FLUORES 50x70 PLIEGO 700uds","PAPELES PRIMAVERA","17148","17148.png","$573","48","436","VERDE ","Verde"
"UND ","CARTULINA FLUORES PLIEGO","CARTULINA FLUORES 50x70 PLIEGO 700uds","PAPELES PRIMAVERA","17148","17148.png","$573","48","439","AMARILLO ","Amarillo "
"UND ","PLIEGO CARTULINA COLOR 160grs BRISTOL","PLIEGO CARTULINA COLOR 160grs BRISTOL","DISPAPELES","17149","17149.png","$770","0","918","VERDE ","Verde"
"UND ","PLIEGO CARTULINA COLOR 160grs BRISTOL","PLIEGO CARTULINA COLOR 160grs BRISTOL","DISPAPELES","17149","17149.png","$770","0","1.407","AMARILLO ","Amarillo "
"UND ","PLIEGO CARTULINA COLOR 160grs BRISTOL","PLIEGO CARTULINA COLOR 160grs BRISTOL","DISPAPELES","17149","17149.png","$770","0","1.317","AZUL ","Azul"
"UND ","PLIEGO CARTULINA COLOR 160grs BRISTOL","PLIEGO CARTULINA COLOR 160grs BRISTOL","DISPAPELES","17149","17149.png","$770","0","891","ROSADO ","Rosado "
"UND ","PLANILLERO ACRILICO OFICIO","PLANILLERO ACRILICO OFICIO cjx120unds","FORMAS Y COLORES","17157","17157.png","$3.780","0","369","GN ","Genérico"
"UND ","CUADERNO ARGOLLADO IMAG GRANDE RAYAS","CUAD ARG IMAG GDE RAYAS 50uds","CARVAJAL EDUCACION","17159","17159.png","$4.536","0","274","RAYAS HOM","Rayas Hombre"
"UND ","CUADERNO ARGOLLADO IMAG GRANDE RAYAS","CUAD ARG IMAG GDE RAYAS 50uds","CARVAJAL EDUCACION","17159","17159.png","$4.536","0","271","RAYAS MUJ","Rayas Muj"
"UND ","CUADERNO ARGOLLADO IMAG PEQUEÑO RAYAS","CUAD ARG IMAG PEQ RAYAS 100uds","CARVAJAL EDUCACION","17160","17160.png","$2.732","40","209","GN ","Genérico"
"UND ","CREYON RAPID DELGADO x6uds/322uds","CREYON RAPID DELGADO x6uds/322uds","RAPID Y CIA LTDA","17165","17165.png","$1.487","16","24","GN ","Genérico"
"UND ","CLIP MARIPOSA TRITON","CLIP MARIPOSA TRITON CJ/50","C.A. MEJIA TRITON","17169","17169.png","$1.856","79","375","GN ","Genérico"
"UND ","TESA STICK","TESA STICK 22grms cj/80uds 20uds","BEIERDORSF","17171","17171.png","$3.011","4","40","GN ","Genérico"
"UND ","RESALT SHARPIE TANK UNIDAD pc 144u","RESALT SHARPIE TANK Xud x 12ud pc X 144u","SANFORD","17175","17175.png","$1.270","0","408","NARANJA ","Naranja"
"UND ","RESALT SHARPIE TANK UNIDAD pc 144u","RESALT SHARPIE TANK Xud x 12ud pc X 144u","SANFORD","17175","17175.png","$1.270","0","7","ROSADO ","Rosado "
"UND ","RESALT SHARPIE TANK UNIDAD pc 144u","RESALT SHARPIE TANK Xud x 12ud pc X 144u","SANFORD","17175","17175.png","$1.270","0","5","VERDE ","Verde"
"UND ","RESALT SHARPIE TANK UNIDAD pc 144u","RESALT SHARPIE TANK Xud x 12ud pc X 144u","SANFORD","17175","17175.png","$1.270","0","296","VERDE ","Verde"
"UND ","RESALT SHARPIE TANK UNIDAD pc 144u","RESALT SHARPIE TANK Xud x 12ud pc X 144u","SANFORD","17175","17175.png","$1.270","0","255","AZUL ","Azul"
"UND ","RESALT SHARPIE TANK UNIDAD pc 144u","RESALT SHARPIE TANK Xud x 12ud pc X 144u","SANFORD","17175","17175.png","$1.270","0","3","NARANJA ","Naranja"
"UND ","PINCEL PLANO 1","PINCEL PLANO   1","DISTRIBUIDORA PQ","17177","17177.png","$225","43","209","GN ","Genérico"
"UND ","SEMP CADENA 5ESTRELLAS 3D VERDE","SEMP CADENA 5ESTRELLAS 3D 15cm VERDE","SEMPERTEX","17178","17178.png","$3.531","60","2","GN ","Genérico"
"UND ","SEMP CADENA 5ESTRELLAS 3D VERDE","SEMP CADENA 5ESTRELLAS 3D 15cm VERDE","SEMPERTEX","17178","17178.png","$3.531","60","5","GN ","Genérico"
"UND ","LÁPIZ OE-150 NEGRO NR 2 HB 12x144uds","LÁPIZ OE-150 NEGRO NR 2 HB 12x144uds","OFIESCOLARES","17180","17180.png","$278","21","6","GN ","Genérico"
"UND ","LÁPIZ OE-150 NEGRO NR 2 HB 12x144uds","LÁPIZ OE-150 NEGRO NR 2 HB 12x144uds","OFIESCOLARES","17180","17180.png","$278","21","235","GN ","Genérico"
"UND ","MINAS FABER CAST HB celof144","MINAS FABER CAST HB 0.7mm cj/12 celof144","TECNACRIL FABER CASTELL","17181","17181.png","$977","94","405","GN ","Genérico"
"UND ","LAMINA CORCHO GOMEZUL","LAMINA CORCHO 3.0mm 60x90cms GOMEZUL","GOMEZUL","17185","17185.png","$22.307","40","13","GN ","Genérico"
"UND ","PLUMON PARCHESITOS p","PLUMON PARCHESITOS x 6uds p x 264uds","DORICOLOR","17187","17187.png","$2.074","1","2","GN ","Genérico"
"UND ","PLUMON PARCHESITOS p","PLUMON PARCHESITOS x 6uds p x 264uds","DORICOLOR","17187","17187.png","$2.074","1","14","GN ","Genérico"
"UND ","COLOR FABER CAST BICOLOR","COLOR FABER CAST 12x24 BICOLOR 4mm","TECNACRIL FABER CASTELL","17189","17189.png","$11.965","75","1","GN ","Genérico"
"UND ","COLOR FABER CAST BICOLOR","COLOR FABER CAST 12x24 BICOLOR 4mm","TECNACRIL FABER CASTELL","17189","17189.png","$11.965","75","31","GN ","Genérico"
"UND ","PLIEGO CARTULINA BLANCA 150grs BRISTOL","PLIEGO CARTULINA BLANCA 150grs BRISTOL","DISPAPELES","17192","17192.png","$550","80","4.231","GN ","Genérico"
"UND ","SOBRE LORD 75grs BLANCO","SOBRE LORD 75grs 18.5x12.7 BLANCO","DISPAPELES","17193","17193.png","$52","70","2.190","GN ","Genérico"
"UND ","SACAPUNTA FABER CAST BASICOc/DEPx25x600","SACAPUNTA  FABER CAST BASICOc/DEPx25x600","TECNACRIL FABER CASTELL","17194","17194.png","$1.537","38","1","GN ","Genérico"
"UND ","CARRETE NYLON 06 25mmx90mtr","CARRETE NYLON  06 25mmx90mtr x12uds","IMPARES LTDA","17196","17196.png","$1.421","28","67","GN ","Genérico"
"UND ","PUNZON ESCOLAR DIDACTICO (sin punta)","PUNZON ESCOLAR DIDACTICO (sin punta)","FABRIESCOLARES E.U.","17200","17200.png","$756","0","218","GN ","Genérico"
"UND ","TINTA PARKER QUINK PERMANEN NEGRA","TINTA PARKER QUINK PERMANEN NEGRA CJ/12","SANFORD","17203","17203.png","$27.530","0","6","GN ","Genérico"
"UND ","SOBRE HZT OE 868 AMARRE OFx240 bod 1","SOBRE HZT OE 868 AMARRE OFx240 bod 1","OFIESCOLARES","17204","17204.png","$1.306","89","129","GN ","Genérico"
"UND ","PINCEL REDONDO 2","PINCEL REDONDO   2","DISTRIBUIDORA PQ","17205","17205.png","$245","29","288","GN ","Genérico"
"UND ","PLIEGO TORNASOL PRIMAVERA","PLIEGO TORNASOL 50x70cm PRIMAVERA","PAPELES PRIMAVERA","17208","17208.png","$233","28","2.797","GN ","Genérico"
"UND ","PORTAM FAB CASTELL Z PENCIL","PORTAM FAB CASTELL Z PENCIL 0.7mm","TECNACRIL FABER CASTELL","17210","17210.png","$3.856","90","14","GN ","Genérico"
"UND ","ESCARCHA EN","ESCARCHA EN BOLSA/LIBRA","ROMESA","17212","17212.png","$9.250","0","23","VERD OSCU","Verde Oscuro"
"UND ","ESCARCHA EN","ESCARCHA EN BOLSA/LIBRA","ROMESA","17212","17212.png","$9.250","0","19","VERD CLAR","Verde Claro"
"UND ","ESCARCHA EN","ESCARCHA EN BOLSA/LIBRA","ROMESA","17212","17212.png","$9.250","0","41","VERDE ","Verde"
"UND ","ESCARCHA EN","ESCARCHA EN BOLSA/LIBRA","ROMESA","17212","17212.png","$9.250","0","18","VIOLETA ","Violeta"
"UND ","ESCARCHA EN","ESCARCHA EN BOLSA/LIBRA","ROMESA","17212","17212.png","$9.250","0","2","AGUAMARIN","Agua Marina"
"UND ","ESCARCHA EN","ESCARCHA EN BOLSA/LIBRA","ROMESA","17212","17212.png","$9.250","0","1","AZ CELEST","Azul Celeste"
"UND ","ESCARCHA EN","ESCARCHA EN BOLSA/LIBRA","ROMESA","17212","17212.png","$9.250","0","24","AZUL ","Azul"
"UND ","ESCARCHA EN","ESCARCHA EN BOLSA/LIBRA","ROMESA","17212","17212.png","$9.250","0","4","CF OSCUR ","Café Oscurora"
"UND ","ESCARCHA EN","ESCARCHA EN BOLSA/LIBRA","ROMESA","17212","17212.png","$9.250","0","22","DORADO OR","Dorado Oro"
"UND ","ESCARCHA EN","ESCARCHA EN BOLSA/LIBRA","ROMESA","17212","17212.png","$9.250","0","7","FUCSIA ","Fucsia "
"UND ","ESCARCHA EN","ESCARCHA EN BOLSA/LIBRA","ROMESA","17212","17212.png","$9.250","0","4","LILA ","Lila "
"UND ","ESCARCHA EN","ESCARCHA EN BOLSA/LIBRA","ROMESA","17212","17212.png","$9.250","0","1","NEGRO ","Negro"
"UND ","ESCARCHA EN","ESCARCHA EN BOLSA/LIBRA","ROMESA","17212","17212.png","$9.250","0","2","NARANJA ","Naranja"
"UND ","ESCARCHA EN","ESCARCHA EN BOLSA/LIBRA","ROMESA","17212","17212.png","$9.250","0","38","PLATA ","Plata "
"UND ","ESCARCHA EN","ESCARCHA EN BOLSA/LIBRA","ROMESA","17212","17212.png","$9.250","0","24","ROJO ","Rojo"
"UND ","ESCARCHA EN","ESCARCHA EN BOLSA/LIBRA","ROMESA","17212","17212.png","$9.250","0","14","ROSADO ","Rosado "
"UND ","PATINA LIQUIDA ROSETA","PATINA LIQUIDA ROSETA","ROSETA INDUSTRIAL","17213","17213.png","$1.578","96","1","AMARIL OR","No subir"
"UND ","PATINA LIQUIDA ROSETA","PATINA LIQUIDA ROSETA","ROSETA INDUSTRIAL","17213","17213.png","$1.578","96","1","VDE HIERB","De Hierb"
"UND ","PATINA LIQUIDA ROSETA","PATINA LIQUIDA ROSETA","ROSETA INDUSTRIAL","17213","17213.png","$1.578","96","3","VRDE OLIV","Verde Oliva"
"UND ","PATINA LIQUIDA ROSETA","PATINA LIQUIDA ROSETA","ROSETA INDUSTRIAL","17213","17213.png","$1.578","96","3","VIOLETA ","Violeta"
"UND ","PATINA LIQUIDA ROSETA","PATINA LIQUIDA ROSETA","ROSETA INDUSTRIAL","17213","17213.png","$1.578","96","1","AMARILLO ","Amarillo "
"UND ","PATINA LIQUIDA ROSETA","PATINA LIQUIDA ROSETA","ROSETA INDUSTRIAL","17213","17213.png","$1.578","96","1","BLANCO ","Blanco "
"UND ","PATINA LIQUIDA ROSETA","PATINA LIQUIDA ROSETA","ROSETA INDUSTRIAL","17213","17213.png","$1.578","96","1","VERD LIMO","Verde Limón"
"UND ","GANCHO CAIMAN ESCARAPELA OE 204 8068","GANCHO CAIMAN ESCARAPELA OE 204 8068","SISMA DISTRIBUCIONES LTDA","17216","17216.png","$248","40","24","GN ","Genérico"
"UND ","CARTULINA DUREX 1/8x10hj","CARTULINA DUREX 1/8x10hj 190gr","ICOPEL","17217","17217.png","$4.752","0","52","GN ","Genérico"
"UND ","BORRADOR FABER CAST TK 20 NEGRO","BORRADOR FABER CAST TK 20 NEGRO x1040","TECNACRIL FABER CASTELL","17220","17220.png","$622","73","33","GN ","Genérico"
"UND ","BORRADOR FABER CAST TK 20 NEGRO","BORRADOR FABER CAST TK 20 NEGRO x1040","TECNACRIL FABER CASTELL","17220","17220.png","$622","73","643","GN ","Genérico"
"UND ","MARCADOR KORES PUNTA DELGADA PERMANENT","MARCADOR KORES 1mm PTA DELGADA PERMANENT","INDUSTRIAS KORES","17222","17222.png","$1.227","19","131","NEGRO ","Negro"
"UND ","MARCADOR KORES PUNTA DELGADA PERMANENT","MARCADOR KORES 1mm PTA DELGADA PERMANENT","INDUSTRIAS KORES","17222","17222.png","$1.227","19","2","ROJO ","Rojo"
"UND ","MARCADOR KORES PUNTA DELGADA PERMANENT","MARCADOR KORES 1mm PTA DELGADA PERMANENT","INDUSTRIAS KORES","17222","17222.png","$1.227","19","12","VERDE ","Verde"
"UND ","MARCADOR KORES PUNTA DELGADA PERMANENT","MARCADOR KORES 1mm PTA DELGADA PERMANENT","INDUSTRIAS KORES","17222","17222.png","$1.227","19","5","AZUL ","Azul"
"UND ","SELLO PRINTER COLOP 20N/4911","SELLO PRINTER COLOP 20N/4911","INDUSTRIAS KORES","17223","17223.png","$32.400","0","4","GN ","Genérico"
"UND ","MARCADOR EDDING 4040 DECORACION/FINAx10","MARCADOR EDDING 4040 DECORACION/FINAx10","EDDING S.A.","17225","17225.png","$6.704","64","1","MORADO ","Morado "
"UND ","MARCADOR EDDING 4040 DECORACION/FINAx10","MARCADOR EDDING 4040 DECORACION/FINAx10","EDDING S.A.","17225","17225.png","$6.704","64","1","ROSADO ","Rosado "
"UND ","MARCADOR EDDING 4040 DECORACION/FINAx10","MARCADOR EDDING 4040 DECORACION/FINAx10","EDDING S.A.","17225","17225.png","$6.704","64","5","AMARILLO ","Amarillo "
"UND ","PERF OFFI ES 354 2H INDUSTRIAL b5","PERF OFFI ES 354 2H INDUSTRIAL 65hjs b5","OFIESCOLARES","17231","17231.png","$71.061","84","2","NEGRO ","Negro"
"UND ","BLOCK MANTEQUILLA CANSON 1/8 41grm","BLOCK MANTEQUILLA CANSON 1/8 35hjs 41grm","ICOPEL","17232","17232.png","$3.672","0","18","GN ","Genérico"
"UND ","COLOR PELIKAN x12+1uds REDONDO","COLOR PELIKAN x12+1uds x4mm REDONDO","PELIKAN DE INDISTRI","17233","17233.png","$8.328","42","1","GN ","Genérico"
"UND ","COLOR PELIKAN x12+1uds REDONDO","COLOR PELIKAN x12+1uds x4mm REDONDO","PELIKAN DE INDISTRI","17233","17233.png","$8.328","42","17","GN ","Genérico"
"UND ","PINCEL REDONDO 4","PINCEL REDONDO   4","DISTRIBUIDORA PQ","17236","17236.png","$367","92","262","GN ","Genérico"
"UND ","PINCEL REDONDO 6","PINCEL REDONDO   6","DISTRIBUIDORA PQ","17237","17237.png","$470","47","530","GN ","Genérico"
"UND ","PINCEL REDONDO 12","PINCEL REDONDO   12","DISTRIBUIDORA PQ","17238","17238.png","$816","80","93","GN ","Genérico"
"UND ","PINCEL REDONDO 10","PINCEL REDONDO   10","DISTRIBUIDORA PQ","17239","17239.png","$775","98","282","GN ","Genérico"
"UND ","PINCEL PLANO 3","PINCEL PLANO   3","DISTRIBUIDORA PQ","17241","17241.png","$326","71","267","GN ","Genérico"
"UND ","PINCEL PLANO 8","PINCEL PLANO   8","DISTRIBUIDORA PQ","17242","17242.png","$572","32","280","GN ","Genérico"
"UND ","SIERRA PARA CALADORA PAQUETE 2unds","SIERRA PARA CALADORA PQT X 2unds","VARIEDADES MAFIS","17243","17243.png","$284","6","85","GN ","Genérico"
"UND ","MARCADOR SECO EDDING 163/BISEL/DESECx10","MARCADOR SECO EDDING 163/BISEL/DESECx10","EDDING S.A.","17259","17259.png","$1.700","14","1","AZUL ","Azul"
"UND ","MARCADOR SECO EDDING 163/BISEL/DESECx10","MARCADOR SECO EDDING 163/BISEL/DESECx10","EDDING S.A.","17259","17259.png","$1.700","14","20","NEGRO ","Negro"
"UND ","MARCADOR SECO EDDING 163/BISEL/DESECx10","MARCADOR SECO EDDING 163/BISEL/DESECx10","EDDING S.A.","17259","17259.png","$1.700","14","1","ROJO ","Rojo"
"UND ","MARCADOR SECO EDDING 163/BISEL/DESECx10","MARCADOR SECO EDDING 163/BISEL/DESECx10","EDDING S.A.","17259","17259.png","$1.700","14","2","VERDE ","Verde"
"UND ","CREYON RAPID GRUESO x6uds/132uds","CREYON RAPID GRUESO x6uds/132uds","RAPID Y CIA LTDA","17264","17264.png","$3.180","60","2","GN ","Genérico"
"UND ","COLOR KORES KROMAS TRIANGULAR","COLOR KORES KROMAS X12pz 3mm TRIANGULAR","INDUSTRIAS KORES","17266","17266.png","$3.336","55","502","GN ","Genérico"
"UND ","COLOR PRISMACOLOR DOBPUNT 4.0mmx12","COLOR PRISMACOLOR 24x48 DOBPUNT 4.0mmx12","SANFORD","17272","17272.png","$34.880","0","152","GN ","Genérico"
"UND ","COLOR PRISMACOLOR DOBPUNT 4.0mmx12","COLOR PRISMACOLOR 24x48 DOBPUNT 4.0mmx12","SANFORD","17272","17272.png","$34.880","0","1","GN ","Genérico"
"UND ","MARCADOR NORMA LAVABLE","MARCADOR NORMA LAVABLE x24ud 24uds","CARVAJAL EDUCACION","17273","17273.png","$13.108","37","12","GN ","Genérico"
"UND ","PAPEL DOBLE OFICIO RAYAS 10pqtX10x36u","PAPEL DOBLE OF RAYAS 100hjs 10pqtX10x36u","FABRIFOLDER","17276","17276.png","$7.560","0","20","GN ","Genérico"
"UND ","PLIEGO PAPEL BOND 75 Grms","PLIEGO PAPEL BOND 75 Grms","DISPAPELES","17278","17278.png","$300","89","227","GN ","Genérico"
"UND ","NUMERADOR 8dig EF18081","NUMERADOR 8dig 5mm EF18081","INDUSTRIAS EL FARO","17279","17279.png","$2.222","53","12","GN ","Genérico"
"UND ","REGLA T FABER CAST","REGLA T FABER CAST 50cms x10uds","TECNACRIL FABER CASTELL","17282","17282.png","$6.683","4","7","GN ","Genérico"
"UND ","PEGANTE SIPEGA BARRA cj/30udsx16ud","PEGANTE SIPEGA BARRA x8gr cj/30udsx16ud","DORICOLOR","17285","17285.png","$652","81","564","GN ","Genérico"
"UND ","MARCADOR BEROL PERMANENTE","MARCADOR BEROL PERMANENTE x12 X 576uds","SANFORD","17289","17289.png","$1.040","0","4","AZUL ","Azul"
"UND ","MARCADOR BEROL PERMANENTE","MARCADOR BEROL PERMANENTE x12 X 576uds","SANFORD","17289","17289.png","$1.040","0","53","AZUL ","Azul"
"UND ","MARCADOR BEROL PERMANENTE","MARCADOR BEROL PERMANENTE x12 X 576uds","SANFORD","17289","17289.png","$1.040","0","3","ROJO ","Rojo"
"UND ","MARCADOR BEROL PERMANENTE","MARCADOR BEROL PERMANENTE x12 X 576uds","SANFORD","17289","17289.png","$1.040","0","1","ROJO ","Rojo"
"UND ","MARCADOR BEROL PERMANENTE","MARCADOR BEROL PERMANENTE x12 X 576uds","SANFORD","17289","17289.png","$1.040","0","3","VERDE ","Verde"
"UND ","MARCADOR BEROL PERMANENTE","MARCADOR BEROL PERMANENTE x12 X 576uds","SANFORD","17289","17289.png","$1.040","0","1.153","VERDE ","Verde"
"UND ","CUCHILLA GUILLOTINA MAPED 2","CUCHILLA GUILLOTINA MAPED X 2","MAPPED","17305","17305.png","$2.974","32","4","GN ","Genérico"
"UND ","VARILLA BALSO","VARILLA BALSO 3x3mm x 50uds","BALCO LTDA","17310","17310.png","$405","0","137","GN ","Genérico"
"UND ","PLUMILLA KROLEX c/PALILLO","PLUMILLA KROLEX cj/100uds c/PALILLO","COLOMBIA CIPE S.A.S.","17316","17316.png","$69.012","0","6","GN ","Genérico"
"UND ","PLUMON FAB CAST GRIP","PLUMON FAB CAST GRIP x20TUBO x6uds","TECNACRIL FABER CASTELL","17317","17317.png","$10.904","76","1","GN ","Genérico"
"UND ","MORRAL PRIMAVERA SUPER FLOWER POWER MUJE","MORRAL PRIMAVERA SUPER FLOWER POWER MUJE","PAPELES PRIMAVERA","17318","17318.png","$45.641","88","1","GN ","Genérico"
"UND ","BOLSILLO LAMIN OFICIO/ud 125MICRASx100","BOLSILLO LAMIN OFICIO/ud 125MICRASx100","SISMA DISTRIBUCIONES LTDA","17319","17319.png","$398","52","2.257","GN ","Genérico"
"UND ","CREYON PELIKAN JUMBOx6 METALIZADO TRIANGULAR","CREYON PELIKAN JUMBOx6 METALIZADO TRIANG","PELIKAN DE INDISTRI","9744","9744.png","$4.884","79","1","SURTIDOS ","Surtidos "
"UND ","CARTUCHERA SCRIBE 3BOL JUV SERIE 7480/78","CARTUCHERA SCRIBE 3BOL JUV SERIE 7480/78","COLOMBIANA KIMBERLY","9746","9746.png","$9.435","96","3","NIÑA ","Niña "
